/dev/block/dm-27 / erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
tmpfs /dev tmpfs rw,seclabel,nosuid,relatime,size=7730420k,nr_inodes=1932605,mode=755 0 0
devpts /dev/pts devpts rw,seclabel,relatime,mode=600,ptmxmode=000 0 0
proc /proc proc rw,relatime,gid=3009,hidepid=invisible 0 0
sysfs /sys sysfs rw,seclabel,relatime 0 0
selinuxfs /sys/fs/selinux selinuxfs rw,relatime 0 0
tmpfs /mnt tmpfs rw,seclabel,nosuid,nodev,noexec,relatime,size=7730420k,nr_inodes=1932605,mode=755,gid=1000 0 0
/dev/block/dm-34 /mnt/vendor/my_product erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-35 /mnt/vendor/my_engineering erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-36 /mnt/vendor/my_company erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-37 /mnt/vendor/my_carrier erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-38 /mnt/vendor/my_region erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-39 /mnt/vendor/my_heytap erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-40 /mnt/vendor/my_stock erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-41 /mnt/vendor/my_preload erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-42 /mnt/vendor/my_bigball erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-43 /mnt/vendor/my_manifest erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/by-name/oplusreserve2 /mnt/vendor/oplusreserve ext4 rw,seclabel,nosuid,nodev,noatime 0 0
tmpfs /mnt/installer tmpfs rw,seclabel,nosuid,nodev,noexec,relatime,size=7730420k,nr_inodes=1932605,mode=755,gid=1000 0 0
tmpfs /mnt/androidwritable tmpfs rw,seclabel,nosuid,nodev,noexec,relatime,size=7730420k,nr_inodes=1932605,mode=755,gid=1000 0 0
/dev/block/by-name/metadata /metadata f2fs rw,lazytime,seclabel,nosuid,nodev,noatime,background_gc=on,discard,no_heap,user_xattr,inline_xattr,acl,inline_data,inline_dentry,flush_merge,extent_cache,mode=adaptive,active_logs=6,alloc_mode=reuse,checkpoint_merge,fsync_mode=posix,discard_unit=block,memory=normal 0 0
/dev/block/dm-28 /system_ext erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-29 /product erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
overlay-overlay /product/app overlay ro,seclabel,noatime,lowerdir=/mnt/vendor/my_region/app:/mnt/vendor/my_preload/app:/mnt/vendor/my_product/app:/mnt/vendor/my_heytap/app:/mnt/vendor/my_stock/app:/mnt/vendor/my_engineering/app:/product/app,userxattr,override_creds=off 0 0
overlay-overlay /product/priv-app overlay ro,seclabel,noatime,lowerdir=/mnt/vendor/my_region/priv-app:/mnt/vendor/my_preload/priv-app:/mnt/vendor/my_product/priv-app:/mnt/vendor/my_heytap/priv-app:/mnt/vendor/my_stock/priv-app:/mnt/vendor/my_engineering/priv-app:/product/priv-app,userxattr,override_creds=off 0 0
overlay-overlay /product/lib64 overlay ro,seclabel,noatime,lowerdir=/mnt/vendor/my_region/lib64:/mnt/vendor/my_preload/lib64:/mnt/vendor/my_product/lib64:/mnt/vendor/my_heytap/lib64:/mnt/vendor/my_stock/lib64:/product/lib64,userxattr,override_creds=off 0 0
overlay-overlay /product/lib overlay ro,seclabel,noatime,lowerdir=/mnt/vendor/my_region/lib:/mnt/vendor/my_preload/lib:/mnt/vendor/my_product/lib:/mnt/vendor/my_heytap/lib:/mnt/vendor/my_stock/lib:/product/lib,userxattr,override_creds=off 0 0
overlay-overlay /product/overlay overlay ro,seclabel,noatime,lowerdir=/mnt/vendor/my_region/overlay:/mnt/vendor/my_preload/overlay:/mnt/vendor/my_product/overlay:/mnt/vendor/my_heytap/overlay:/mnt/vendor/my_stock/overlay:/mnt/vendor/my_engineering/overlay:/product/overlay,userxattr,override_creds=off 0 0
overlay /product/etc/permissions overlay ro,seclabel,relatime,lowerdir=/mnt/vendor/my_product/product_overlay/etc/permissions/:/product/etc/permissions/,userxattr,override_creds=off 0 0
overlay /product/framework overlay ro,seclabel,relatime,lowerdir=/mnt/vendor/my_product/product_overlay/framework/:/product/framework/,userxattr,override_creds=off 0 0
/dev/block/dm-30 /vendor erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-31 /vendor_dlkm ext4 ro,seclabel,relatime,discard 0 0
/dev/block/dm-32 /system_dlkm ext4 ro,seclabel,relatime,discard 0 0
/dev/block/dm-33 /odm erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
tmpfs /apex tmpfs rw,seclabel,nosuid,nodev,noexec,relatime,size=7730420k,nr_inodes=1932605,mode=755 0 0
tmpfs /bootstrap-apex tmpfs rw,seclabel,nosuid,nodev,noexec,relatime,size=7730420k,nr_inodes=1932605,mode=755 0 0
tmpfs /linkerconfig tmpfs rw,seclabel,nosuid,nodev,noexec,relatime,size=7730420k,nr_inodes=1932605,mode=755 0 0
none /dev/blkio cgroup rw,nosuid,nodev,noexec,relatime,blkio 0 0
none /sys/fs/cgroup cgroup2 rw,nosuid,nodev,noexec,relatime,memory_recursiveprot 0 0
none /dev/cpuctl cgroup rw,nosuid,nodev,noexec,relatime,cpu 0 0
none /dev/cpuset cgroup rw,nosuid,nodev,noexec,relatime,cpuset,noprefix,release_agent=/sbin/cpuset_release_agent 0 0
none /dev/memcg cgroup rw,nosuid,nodev,noexec,relatime,memory 0 0
/dev/block/loop3 /bootstrap-apex/com.android.tzdata@352090000 ext4 ro,dirsync,seclabel,nodev,noatime 0 0
/dev/block/loop2 /bootstrap-apex/com.android.runtime@1 ext4 ro,dirsync,seclabel,nodev,noatime 0 0
/dev/block/loop0 /bootstrap-apex/com.android.vndk.v33@1 ext4 ro,dirsync,seclabel,nodev,noatime 0 0
/dev/block/loop3 /bootstrap-apex/com.android.tzdata ext4 ro,dirsync,seclabel,nodev,noatime 0 0
/dev/block/loop0 /bootstrap-apex/com.android.vndk.v33 ext4 ro,dirsync,seclabel,nodev,noatime 0 0
/dev/block/loop2 /bootstrap-apex/com.android.runtime ext4 ro,dirsync,seclabel,nodev,noatime 0 0
/dev/block/loop1 /bootstrap-apex/com.android.i18n@1 ext4 ro,dirsync,seclabel,nodev,noatime 0 0
/dev/block/loop1 /bootstrap-apex/com.android.i18n ext4 ro,dirsync,seclabel,nodev,noatime 0 0
tmpfs /bootstrap-apex/apex-info-list.xml tmpfs rw,seclabel,nosuid,nodev,noexec,relatime,size=7730420k,nr_inodes=1932605,mode=755 0 0
tracefs /sys/kernel/tracing tracefs rw,seclabel,relatime,gid=3012 0 0
tmpfs /tmp tmpfs rw,seclabel,relatime,size=7730420k,nr_inodes=1932605 0 0
none /config configfs rw,nosuid,nodev,noexec,relatime 0 0
binder /dev/binderfs binder rw,relatime,max=1048576,stats=global 0 0
none /sys/fs/fuse/connections fusectl rw,relatime 0 0
bpf /sys/fs/bpf bpf rw,nosuid,nodev,noexec,relatime 0 0
pstore /sys/fs/pstore pstore rw,seclabel,nosuid,nodev,noexec,relatime 0 0
/dev/block/dm-34 /my_product erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-35 /my_engineering erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-36 /my_company erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-37 /my_carrier erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-38 /my_region erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-39 /my_heytap erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-40 /my_stock erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-41 /my_preload erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-42 /my_bigball erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
/dev/block/dm-43 /my_manifest erofs ro,seclabel,relatime,user_xattr,acl,cache_strategy=readaround 0 0
